,accuracy,attack,attack_time,iteration,loss
0,0.135600000619888,MomentumIterativeMethod,58.95829391479492,0,2.301829078674316
1,0.138999998569488,MadryEtAl,58.15331721305847,0,2.300705741119384
2,0.138699993491172,BasicIterativeMethod,57.91193747520447,0,2.30000493774414
3,0.138400003314018,ProjectedGradientDescent,56.32145094871521,0,2.300704167938232
4,0.105700001120567,FastGradientMethod,6.060498237609863,0,2.297199240875244
5,0.865499973297119,MomentumIterativeMethod,54.99777913093567,500,0.42090988009572006
6,0.8669999837875361,MadryEtAl,57.207589626312256,500,0.40515275929272104
7,0.8582000136375421,BasicIterativeMethod,56.97065019607544,500,0.448408389967679
8,0.869799971580505,ProjectedGradientDescent,56.62359595298767,500,0.404452134364843
9,0.9162999987602231,FastGradientMethod,5.706129550933838,500,0.23884703296571902
10,0.883000016212463,MomentumIterativeMethod,57.87147235870361,550,0.32920824737548804
11,0.883499979972839,MadryEtAl,57.04797554016113,550,0.32194841890335
12,0.876299977302551,BasicIterativeMethod,56.804890394210815,550,0.34839310427308
13,0.883199989795684,ProjectedGradientDescent,56.84748983383179,550,0.32375447402894403
14,0.9359999895095821,FastGradientMethod,5.7675652503967285,550,0.17165174168348302
15,0.9107000231742851,MomentumIterativeMethod,58.063414096832275,1000,0.297719678101316
16,0.9136999845504761,MadryEtAl,56.262874364852905,1000,0.287179728657379
17,0.9065999984741211,BasicIterativeMethod,57.57184362411499,1000,0.319473690369352
18,0.9136000275611871,ProjectedGradientDescent,56.54573082923889,1000,0.290233182284981
19,0.9491000175476071,FastGradientMethod,5.912286996841431,1000,0.148252751003485
20,0.9050999879837031,MomentumIterativeMethod,58.25954818725586,1200,0.329934069425798
21,0.9093000292778011,MadryEtAl,58.7061972618103,1200,0.306078394250199
22,0.901099979877471,BasicIterativeMethod,58.156653881073,1200,0.351371912527829
23,0.9088000059127801,ProjectedGradientDescent,57.90176463127136,1200,0.313146358526311
24,0.945599973201751,FastGradientMethod,5.96301007270813,1200,0.15725442972164602
25,0.9131000041961671,MomentumIterativeMethod,57.67131161689758,1300,0.323103006042167
26,0.9197999835014341,MadryEtAl,58.17792749404907,1300,0.291075723944604
27,0.9108999967575071,BasicIterativeMethod,56.647584676742554,1300,0.340911568629834
28,0.919200003147125,ProjectedGradientDescent,56.35471868515015,1300,0.29306508347215104
29,0.954800009727478,FastGradientMethod,6.584645748138428,1300,0.13913782376816902
30,0.90090000629425,MomentumIterativeMethod,56.97769379615784,1350,0.34015146875977503
31,0.905499994754791,MadryEtAl,57.678544759750366,1350,0.317291926365718
32,0.8955000042915341,BasicIterativeMethod,56.94702100753784,1350,0.364512403313815
33,0.9060999751091001,ProjectedGradientDescent,56.55908989906311,1350,0.316983363708294
34,0.9419999718666071,FastGradientMethod,6.222514867782593,1350,0.167370823256019
35,0.856899976730346,MomentumIterativeMethod,57.41583824157715,1400,0.541083061053231
36,0.861100018024444,MadryEtAl,57.07542634010315,1400,0.517001421758532
37,0.8488000035285951,BasicIterativeMethod,58.02803182601929,1400,0.581195864005014
38,0.8619999885559081,ProjectedGradientDescent,56.805461168289185,1400,0.524166846168041
39,0.9333999752998351,FastGradientMethod,6.510504961013794,1400,0.210438668132573
40,0.92110002040863,MomentumIterativeMethod,56.64085292816162,1450,0.25724598226100204
41,0.9243000149726861,MadryEtAl,57.65997862815857,1450,0.23850452235583203
42,0.9182000160217281,BasicIterativeMethod,56.7788667678833,1450,0.27560377858206603
43,0.9244999885559081,ProjectedGradientDescent,56.50594234466553,1450,0.24056440099179702
44,0.9575999975204461,FastGradientMethod,6.760397434234619,1450,0.11615970393703301
45,0.9200000166893001,MomentumIterativeMethod,58.51478362083435,1500,0.304305881685949
46,0.9243000149726861,MadryEtAl,58.311683893203735,1500,0.27754249135451303
47,0.9156000018119811,BasicIterativeMethod,56.37217712402344,1500,0.328351708220224
48,0.9247000217437741,ProjectedGradientDescent,59.28313493728638,1500,0.274029667733237
49,0.9512000083923341,FastGradientMethod,6.613801002502441,1500,0.15476791758865502
